model,experiment_id,case_id,seed,category,passed,passed_with_cost_gate,check_score,quality_check_score,keyword_coverage,cost_usd,input_tokens,output_tokens,rounds,duration_ms,error_category
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_89_interpretation_biodiversity_carbon_synergy,1337,interpretation,0,0,0.8571,0.8,1.0,0.01315844,45382,823,4,28516,wrong_data
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_90_interpretation_bank_risk_assessment,1337,interpretation,0,0,0.5,0.3333,0.0,0.0,0,0,0,300101,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_91_deep_dive_temporal_municipality,1337,deep_dive,1,1,1.0,1.0,1.0,0.01644199,56317,1124,5,41738,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_92_deep_dive_two_provinces_side_by_side,1337,deep_dive,0,0,0.25,0.1429,0.0,0.0,0,0,0,300104,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_93_deep_dive_national_policy_brief,1337,habitat_analysis,1,1,1.0,1.0,1.0,0.02283005,80225,1063,7,36293,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_01_municipality_co2_lorca,2024,municipality,1,1,1.0,1.0,1.0,0.009337760000000002,33028,382,3,15269,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_02_municipality_erosion_antequera,2024,municipality,1,1,1.0,1.0,1.0,0.00920872,32876,302,3,11238,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_03_municipality_province_hint,2024,municipality,1,1,1.0,1.0,1.0,0.009243230000000002,32959,313,3,10786,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_04_municipality_multi_indicator,2024,municipality,1,1,1.0,1.0,1.0,0.01242232,44326,413,4,15755,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_05_followup_drill_down,2024,memory,0,0,0.7778,0.7143,1.0,0.0064447,22480,341,2,11359,wrong_data
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_06_followup_compare_new,2024,memory,1,1,1.0,1.0,1.0,0.009805330000000003,34499,446,3,22357,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_07_followup_switch_indicator,2024,memory,0,0,0.875,0.8333,1.0,0.009443350000000001,33855,275,3,13024,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_08_followup_chart_request,2024,memory,1,1,1.0,1.0,1.0,0.0067065200000000005,23026,445,2,20158,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_09_spatial_coastal_erosion,2024,spatial_reasoning,1,1,1.0,1.0,1.0,0.016314190000000003,56357,998,5,26724,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_10_spatial_inland_co2,2024,spatial_reasoning,1,1,1.0,1.0,1.0,0.0097535,33480,649,3,17791,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_11_spatial_autonomous_community,2024,spatial_reasoning,0,0,0.875,0.8333,1.0,0.009853680000000002,33574,717,3,22806,wrong_data
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_12_spatial_island_limitations,2024,spatial_reasoning,1,1,1.0,1.0,1.0,0.009217200000000002,32720,348,3,12532,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_13_cross_indicator_tradeoff,2024,cross_indicator,1,1,1.0,1.0,1.0,0.01759087,59851,1301,5,33995,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_14_cross_indicator_low_risk,2024,cross_indicator,1,1,1.0,1.0,1.0,0.013722500000000002,46640,1027,4,31583,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_15_error_nonexistent_municipality,2024,error_handling,1,1,1.0,1.0,1.0,0.00603304,21652,170,2,7777,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_16_error_wrong_indicator_name,2024,error_handling,0,0,0.8333,0.75,0.0,0.009624549999999999,33475,533,3,18257,keyword_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_17_error_ines_stats_fabrication,2024,error_handling,1,1,1.0,1.0,,0.00917775,32745,306,3,11860,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_18_error_fabricated_year,2024,error_handling,0,0,0.8333,0.75,0.5,0.00923607,32851,333,3,15124,keyword_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_19_ranking_bottom_co2,2024,ranking,1,1,1.0,1.0,1.0,0.00945795,33135,465,3,12874,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_20_ranking_chart_erosion,2024,ranking,0,0,0.6667,0.5714,0.5,0.00963003,33479,537,3,14427,keyword_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_21_comparison_close_values,2024,comparison,0,0,0.8889,0.8571,1.0,0.009731330000000002,33569,607,3,18685,wrong_data
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_22_comparison_north_south_erosion,2024,comparison,0,0,0.8889,0.8571,1.0,0.00953683,33309,494,3,28577,wrong_data
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_23_deep_dive_full_profile,2024,deep_dive,0,0,0.625,0.5,0.5,0.009665300000000002,33410,586,3,17790,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_24_interpretation_policy,2024,interpretation,1,1,1.0,1.0,1.0,0.01327171,45553,884,4,43491,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_25_tool_selection_chart_type,2024,tool_selection,0,0,0.75,0.6667,1.0,0.00965647,33581,536,3,19221,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_26_tool_selection_toggle_multiple,2024,tool_selection,1,1,1.0,1.0,1.0,0.01243865,44085,487,4,18683,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_27_language_catalan,2024,language,1,1,1.0,1.0,1.0,0.009237110000000002,32753,358,3,17822,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_28_language_galician,2024,language,1,1,1.0,1.0,1.0,0.009287740000000001,32802,392,3,18283,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_29_single_analysis_erosion,2024,single_analysis,1,1,1.0,1.0,1.0,0.00908395,32695,233,3,10753,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_30_single_analysis_co2,2024,single_analysis,1,1,1.0,1.0,1.0,0.012596820000000002,44406,552,4,19782,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_31_habitat_province_single,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.00926136,32908,342,3,13999,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_32_habitat_forest_types,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.01249678,44284,491,4,17054,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_33_habitat_recall_grassland,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.01240984,44292,410,4,15763,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_34_habitat_chart,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.012405170000000002,44291,406,4,17246,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_35_habitat_dominant_class_recall,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.0030448300000000005,11159,29,1,2726,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_36_temporal_compare_shrubland,2024,memory,1,1,1.0,1.0,1.0,0.0030451000000000002,11160,29,1,3239,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_37_temporal_change_visual,2024,memory,1,1,1.0,1.0,1.0,0.0030940600000000005,11158,74,1,7297,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_38_cross_indicator_habitat_co2,2024,cross_indicator,0,0,0.7778,0.7143,1.0,0.016397920000000003,56496,1040,5,33746,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_39_error_unavailable_year,2024,error_handling,0,0,0.8889,0.8571,0.0,0.00621715,21845,290,2,9332,keyword_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_40_error_wrong_layer,2024,error_handling,0,0,0.9,0.875,0.0,0.00613684,21792,230,2,9144,keyword_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_41_multi_muni_ranking_erosion,2024,multi_municipality_ranking,1,1,1.0,1.0,1.0,0.03501055,124295,1319,10,69865,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_42_multi_muni_ranking_co2,2024,multi_municipality_ranking,1,1,1.0,1.0,1.0,0.033961149999999996,121875,959,10,45843,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_43_multi_muni_compare_three,2024,multi_municipality_ranking,1,1,1.0,1.0,1.0,0.0257647,91310,1010,8,36591,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_44_province_aggregation_andalucia,2024,province_aggregation,1,1,1.0,1.0,1.0,0.01303962,44836,849,4,34818,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_45_province_aggregation_aragon,2024,province_aggregation,0,0,0.8571,0.8,1.0,0.013007850000000001,45195,732,4,25641,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_46_error_recovery_typo,2024,error_recovery,0,0,0.8571,0.8,0.0,0.009236960000000002,32728,364,3,16280,keyword_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_47_error_recovery_fallback_indicator,2024,error_recovery,1,1,1.0,1.0,1.0,0.00916304,32772,286,3,12612,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_48_error_recovery_wrong_year,2024,error_recovery,1,1,1.0,1.0,1.0,0.015878530000000002,56259,626,5,21478,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_49_threshold_co2_high,2024,threshold,1,1,1.0,1.0,1.0,0.010155300000000003,35290,570,3,19614,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_50_threshold_dual_indicator,2024,threshold,1,1,1.0,1.0,1.0,0.01471887,50371,1017,4,36032,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_51_threshold_co2_low,2024,threshold,1,1,1.0,1.0,1.0,0.010291300000000001,35370,674,3,20561,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_52_language_catalan_erosion,2024,language,1,1,1.0,1.0,1.0,0.00916429,32687,308,3,12891,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_53_language_basque_co2,2024,language,1,1,1.0,1.0,1.0,0.00951126,32868,579,3,20264,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_54_language_galician_co2,2024,language,1,1,1.0,1.0,1.0,0.00917885,32745,307,3,16722,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_55_language_basque_compare,2024,language,0,0,0.8571,0.8,1.0,0.00984511,33363,761,3,27967,wrong_data
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_56_habitat_andalucia_forest,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.01238633,44209,409,4,13082,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_57_temporal_multi_year,2024,temporal_change,0,0,0.6667,0.5714,0.6667,0.01299259,44507,887,4,39650,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_58_legend_co2_classes,2024,tool_selection,0,0,0.8571,0.8,1.0,0.0032068500000000002,10765,273,1,7346,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_59_legend_erosion_scale,2024,tool_selection,0,0,0.8333,0.75,1.0,0.00308666,10768,163,1,6216,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_60_legend_habitat_classes,2024,tool_selection,1,1,1.0,1.0,1.0,0.01591947,56101,702,5,24241,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_61_list_layers_analyzable,2024,tool_selection,0,0,0.8333,0.75,1.0,0.0031485500000000004,10765,220,1,7302,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_62_list_layers_habitat_years,2024,tool_selection,0,0,0.6667,0.5714,0.5,0.03252825,116845,891,10,51450,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_63_list_layers_all_indicators,2024,tool_selection,0,0,0.8,0.6667,1.0,0.00682141,21773,857,2,26015,forbidden_keyword
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_64_layer_bounds_canary_co2,2024,tool_selection,0,0,0.8333,0.75,1.0,0.009246070000000002,32831,347,3,16431,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_65_layer_bounds_erosion_extent,2024,tool_selection,1,1,1.0,1.0,1.0,0.00624695,21715,349,2,11712,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_66_layer_bounds_cross_border,2024,tool_selection,1,1,1.0,1.0,1.0,0.006167570000000001,21751,268,2,11688,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_67_multi_layer_three_indicators,2024,cross_indicator,1,1,1.0,1.0,1.0,0.01936646,68008,913,6,37964,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_68_multi_layer_nbs_profile,2024,cross_indicator,1,1,1.0,1.0,1.0,0.01919698,67694,836,6,24678,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_69_multi_layer_explicit_simultaneous,2024,cross_indicator,0,0,0.625,0.5,0.5,0.01609748,55864,922,5,30807,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_70_interpretation_investor,2024,interpretation,0,0,0.5714,0.4,0.5,0.013136560000000002,45358,809,4,28824,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_71_interpretation_habitat_co2_link,2024,interpretation,0,0,0.8333,0.75,0.5,0.00931882,32966,380,3,14875,keyword_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_72_interpretation_erosion_project_risk,2024,interpretation,0,0,0.75,0.6667,1.0,0.009743280000000002,33434,651,3,27663,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_73_deep_dive_municipality,2024,deep_dive,0,0,0.8889,0.8571,1.0,0.019986639999999996,69482,1115,6,35664,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_74_deep_dive_temporal_profile,2024,tool_selection,0,0,0.8333,0.75,1.0,0.0031771300000000002,10769,245,1,7403,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_75_deep_dive_community_ranking,2024,deep_dive,0,0,0.875,0.8333,1.0,0.01691259,57347,1299,5,73264,wrong_data
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_76_legend_ines_erosion_visual,2024,tool_selection,0,0,0.8333,0.75,1.0,0.00612979,21717,242,2,13005,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_77_legend_mfe_forest_map,2024,tool_selection,0,0,0.8,0.6667,1.0,0.0062327599999999995,21748,328,2,12796,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_78_legend_two_layers_compare,2024,tool_selection,0,0,0.8333,0.75,1.0,0.0033723100000000003,10783,419,1,21632,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_79_list_layers_display_only,2024,tool_selection,0,0,0.6,0.3333,1.0,0.00334734,10772,399,1,10539,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_80_list_layers_before_workflow,2024,tool_selection,0,0,0.7143,0.6,0.6667,0.00683523,21759,873,2,23289,keyword_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_81_list_layers_unavailable_indicator,2024,tool_selection,0,0,0.75,0.6667,0.0,0.00313203,10769,204,1,9993,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_82_layer_bounds_ceuta_melilla,2024,tool_selection,1,1,1.0,1.0,1.0,0.00622284,21752,318,2,12892,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_83_layer_bounds_balearic_erosion,2024,tool_selection,1,1,1.0,1.0,1.0,0.00616663,21719,275,2,9415,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_84_layer_bounds_coverage_comparison,2024,tool_selection,1,1,1.0,1.0,1.0,0.01270682,44296,679,4,20642,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_85_multi_layer_municipality_lorca,2024,cross_indicator,1,1,1.0,1.0,1.0,0.02430694,85202,1184,7,55960,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_86_multi_layer_with_chart_huelva,2024,cross_indicator,1,1,1.0,1.0,1.0,0.01619404,56352,890,5,52263,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_87_multi_layer_comparison_two_provinces,2024,deep_dive,1,1,1.0,1.0,1.0,0.016121820000000002,56276,843,5,31912,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_88_interpretation_restoration_castilla_leon,2024,interpretation,1,1,1.0,1.0,1.0,0.03334585,117115,1568,10,63503,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_89_interpretation_biodiversity_carbon_synergy,2024,interpretation,0,0,0.3333,0.2,0.0,0.0,0,0,0,300022,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_90_interpretation_bank_risk_assessment,2024,interpretation,0,0,0.5,0.3333,0.0,0.0,0,0,0,300104,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_91_deep_dive_temporal_municipality,2024,deep_dive,1,1,1.0,1.0,1.0,0.01982768,68054,1321,6,41200,
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_92_deep_dive_two_provinces_side_by_side,2024,deep_dive,0,0,0.6667,0.5714,0.6667,0.01354541,45593,1123,4,48972,tool_missing
DeepSeek V3.2,exp_036_deepseek_v32_v5_seeds5,V5_93_deep_dive_national_policy_brief,2024,habitat_analysis,1,1,1.0,1.0,1.0,0.019502570000000004,68121,1009,6,31922,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_01_municipality_co2_lorca,42,municipality,0,0,0.625,0.5,0.5,0.030410999999999997,9247,178,1,4227,tool_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_02_municipality_erosion_antequera,42,municipality,0,0,0.625,0.5,0.0,0.06405,18625,545,2,3942,tool_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_03_municipality_province_hint,42,municipality,0,0,0.625,0.5,0.0,0.063867,18679,522,2,3308,tool_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_04_municipality_multi_indicator,42,municipality,0,0,0.875,0.8333,0.6667,0.13547399999999998,37928,1446,4,10385,keyword_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_05_followup_drill_down,42,memory,1,1,1.0,1.0,1.0,0.030602999999999998,9466,147,1,1838,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_06_followup_compare_new,42,memory,0,0,0.7,0.625,0.6667,0.06294,19220,352,2,3969,keyword_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_07_followup_switch_indicator,42,memory,1,0,0.875,1.0,1.0,0.12321,38220,570,4,7272,cost_exceeded
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_08_followup_chart_request,42,memory,1,1,1.0,1.0,1.0,0.063333,19491,324,2,6053,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_09_spatial_coastal_erosion,42,spatial_reasoning,1,1,1.0,1.0,1.0,0.131763,30066,2771,3,10019,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_10_spatial_inland_co2,42,spatial_reasoning,0,0,0.6667,0.5,0.0,0.101259,28513,1048,3,6660,keyword_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_11_spatial_autonomous_community,42,spatial_reasoning,0,0,0.875,0.8333,1.0,0.104706,28452,1290,3,6492,wrong_data
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_12_spatial_island_limitations,42,spatial_reasoning,0,0,0.5,0.0,0.0,0.058802999999999994,18656,189,2,2778,tool_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_13_cross_indicator_tradeoff,42,cross_indicator,1,1,1.0,1.0,1.0,0.23755500000000002,60025,3832,6,15981,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_14_cross_indicator_low_risk,42,cross_indicator,0,0,0.8333,0.75,1.0,0.144294,38453,1929,4,10442,wrong_data
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_15_error_nonexistent_municipality,42,error_handling,0,0,0.7143,0.8,0.0,0.061968,18636,404,2,3000,keyword_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_16_error_wrong_indicator_name,42,error_handling,0,0,0.6667,0.75,0.0,0.058656,18597,191,2,2570,keyword_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_17_error_ines_stats_fabrication,42,error_handling,1,1,1.0,1.0,,0.065472,18619,641,2,3795,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_18_error_fabricated_year,42,error_handling,1,1,1.0,1.0,1.0,0.066309,18643,692,2,3570,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_19_ranking_bottom_co2,42,ranking,0,0,0.75,0.6667,1.0,0.063618,18721,497,2,2954,wrong_data
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_20_ranking_chart_erosion,42,ranking,0,0,0.5556,0.4286,0.0,0.096087,28494,707,3,5083,keyword_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_21_comparison_close_values,42,comparison,0,0,0.7778,0.7143,0.6667,0.10069800000000001,28656,982,3,5671,keyword_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_22_comparison_north_south_erosion,42,comparison,1,1,1.0,1.0,1.0,0.10143,28300,1102,3,140782,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_23_deep_dive_full_profile,42,deep_dive,0,0,0.75,0.6667,0.5,0.141822,38069,1841,4,9465,keyword_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_24_interpretation_policy,42,interpretation,0,0,0.8333,0.75,1.0,0.068526,18752,818,2,3953,wrong_data
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_25_tool_selection_chart_type,42,tool_selection,0,0,0.375,0.1667,0.0,0.10230299999999999,28006,1219,3,6312,tool_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_26_tool_selection_toggle_multiple,42,tool_selection,1,1,1.0,1.0,1.0,0.089775,28095,366,3,4225,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_27_language_catalan,42,language,1,0,0.8333,1.0,1.0,0.126987,37689,928,4,7785,cost_exceeded
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_28_language_galician,42,language,1,1,1.0,1.0,1.0,0.095553,28051,760,3,5011,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_29_single_analysis_erosion,42,single_analysis,1,1,1.0,1.0,1.0,0.091068,28011,469,3,4678,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_30_single_analysis_co2,42,single_analysis,0,0,0.8889,0.8571,1.0,0.097344,28048,880,3,5743,wrong_data
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_31_habitat_province_single,42,habitat_analysis,0,0,0.4444,0.2857,0.0,0.03279,9300,326,1,2578,tool_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_32_habitat_forest_types,42,habitat_analysis,1,1,1.0,1.0,1.0,0.103548,28271,1249,3,7891,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_33_habitat_recall_grassland,42,habitat_analysis,0,0,0.5556,0.4286,0.5,0.035985,9260,547,1,3038,tool_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_34_habitat_chart,42,habitat_analysis,1,1,1.0,1.0,1.0,0.099192,28289,955,3,5376,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_35_habitat_dominant_class_recall,42,habitat_analysis,1,1,1.0,1.0,1.0,0.029741999999999998,9549,73,1,1939,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_36_temporal_compare_shrubland,42,memory,1,1,1.0,1.0,1.0,0.029984999999999998,9550,89,1,1883,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_37_temporal_change_visual,42,memory,1,1,1.0,1.0,1.0,0.030387,9544,117,1,1464,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_38_cross_indicator_habitat_co2,42,cross_indicator,0,0,0.6667,0.5714,0.6667,0.034968,9271,477,1,3704,tool_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_39_error_unavailable_year,42,error_handling,0,0,0.8889,0.8571,0.0,0.029522999999999997,9246,119,1,1631,keyword_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_40_error_wrong_layer,42,error_handling,0,0,0.8,0.875,0.0,0.060275999999999996,18652,288,2,2463,keyword_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_41_multi_muni_ranking_erosion,42,multi_municipality_ranking,0,0,0.6,0.3333,0.0,0.066204,18663,681,2,3516,tool_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_42_multi_muni_ranking_co2,42,multi_municipality_ranking,0,0,0.6,0.3333,0.0,0.06349199999999999,18599,513,2,4066,tool_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_43_multi_muni_compare_three,42,multi_municipality_ranking,0,0,0.5556,0.4286,0.25,0.10578,28140,1424,3,6332,tool_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_44_province_aggregation_andalucia,42,province_aggregation,1,1,1.0,1.0,1.0,0.105162,28604,1290,3,8747,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_45_province_aggregation_aragon,42,province_aggregation,0,0,0.5714,0.8,1.0,0.277236,76857,3111,8,19055,tool_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_46_error_recovery_typo,42,error_recovery,1,1,1.0,1.0,1.0,0.03231,9290,296,1,2384,
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_47_error_recovery_fallback_indicator,42,error_recovery,0,0,0.625,0.6667,0.0,0.20518799999999998,55006,2678,5,12115,tool_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_48_error_recovery_wrong_year,42,error_recovery,0,0,0.6667,0.75,0.0,0.103794,28223,1275,3,6007,keyword_missing
GPT-OSS-120B,exp_038_gpt_oss_120b_v5_seeds5,V5_49_threshold_co2_high,42,threshold,0,0,0.8571,0.8,1.0,0.067995,18840,765,2,3551,wrong_data
